"","target","BlkType","response","rt","sub","error"
"453","Absent","1:1",1,0.392767307965187,"aleg",FALSE
"454","Absent","1:1",1,0.336631810700055,"aleg",FALSE
"455","Absent","1:1",1,0.41382434944353,"aleg",FALSE
"456","Absent","1:1",1,0.331381511214204,"aleg",FALSE
"457","Present","1:1",3,0.475008741072088,"aleg",FALSE
"458","Absent","1:1",1,0.432412997786741,"aleg",FALSE
"459","Present","1:1",3,0.49381650432224,"aleg",FALSE
"460","Present","1:1",3,0.498867248235911,"aleg",FALSE
"461","Present","1:1",3,0.424097341381639,"aleg",FALSE
"462","Absent","1:1",1,0.440151824903296,"aleg",FALSE
"463","Present","1:1",3,0.464162983584174,"aleg",FALSE
"464","Present","1:1",1,0.496145034876463,"aleg",TRUE
"465","Absent","1:1",1,0.453620687105285,"aleg",FALSE
"466","Absent","1:1",1,0.581439701349154,"aleg",FALSE
"467","Absent","1:1",1,0.389359258593686,"aleg",FALSE
"468","Present","1:1",3,0.442473554989192,"aleg",FALSE
"469","Absent","1:1",1,0.38674534146412,"aleg",FALSE
"470","Absent","1:1",1,0.381401865419321,"aleg",FALSE
"471","Present","1:1",3,0.482480327471421,"aleg",FALSE
"472","Present","1:1",3,0.437266080782138,"aleg",FALSE
"473","Present","1:1",3,0.383583932165493,"aleg",FALSE
"474","Present","1:1",3,0.405079996658969,"aleg",FALSE
"475","Present","1:1",3,0.428915335616693,"aleg",FALSE
"476","Absent","1:1",1,0.565008195981136,"aleg",FALSE
"477","Present","1:1",3,0.530349406875757,"aleg",FALSE
"478","Absent","1:1",1,0.391688898123903,"aleg",FALSE
"479","Present","1:1",3,0.71678052545758,"aleg",FALSE
"480","Present","1:1",3,0.418259070213026,"aleg",FALSE
"481","Present","1:1",3,0.577447353076423,"aleg",FALSE
"482","Absent","1:1",1,0.459983887472845,"aleg",FALSE
"483","Present","1:1",3,0.636224984335058,"aleg",FALSE
"484","Present","1:1",3,0.566641169123614,"aleg",FALSE
"485","Present","1:1",3,0.425090134498532,"aleg",FALSE
"486","Absent","1:1",1,0.537178140428296,"aleg",FALSE
"487","Present","1:1",3,0.513061613968603,"aleg",FALSE
"488","Absent","1:1",1,0.462575200284846,"aleg",FALSE
"489","Present","1:1",3,0.643839797836335,"aleg",FALSE
"490","Present","1:1",3,0.44922633682836,"aleg",FALSE
"491","Present","1:1",3,0.371736528548354,"aleg",FALSE
"492","Present","1:1",3,0.438422235496546,"aleg",FALSE
"493","Absent","1:1",1,0.806092791028277,"aleg",FALSE
"494","Absent","1:1",1,0.395702568814158,"aleg",FALSE
"495","Present","1:1",3,0.504706462970717,"aleg",FALSE
"496","Present","1:1",3,0.704596669729654,"aleg",FALSE
"497","Present","1:1",3,0.422119807442868,"aleg",FALSE
"498","Absent","1:1",1,0.52872412889883,"aleg",FALSE
"499","Absent","1:1",1,0.344791533769239,"aleg",FALSE
"500","Present","1:1",3,0.555412826115571,"aleg",FALSE
"501","Present","1:1",3,0.45913726494291,"aleg",FALSE
"502","Present","1:1",3,0.437895001879951,"aleg",FALSE
"503","Absent","1:1",1,0.515076338080689,"aleg",FALSE
"504","Present","1:1",3,0.499088840482727,"aleg",FALSE
"505","Absent","1:1",1,0.584248843408204,"aleg",FALSE
"506","Absent","1:1",1,0.491136112526874,"aleg",FALSE
"507","Absent","1:1",1,0.355039098199995,"aleg",FALSE
"508","Absent","1:1",1,0.394808831711998,"aleg",FALSE
"509","Present","1:1",3,0.464171629839257,"aleg",FALSE
"510","Absent","1:1",1,0.514590971137295,"aleg",FALSE
"511","Absent","1:1",1,0.445392966877989,"aleg",FALSE
"512","Present","1:1",3,0.522833138131318,"aleg",FALSE
"513","Present","1:1",3,0.514801451066887,"aleg",FALSE
"514","Absent","1:1",1,0.506691064283586,"aleg",FALSE
"515","Present","1:1",3,0.53051137379407,"aleg",FALSE
"516","Present","1:1",3,0.578330575581276,"aleg",FALSE
"517","Present","1:1",3,0.450430256463733,"aleg",FALSE
"518","Present","1:1",3,0.426316440416485,"aleg",FALSE
"519","Absent","1:1",1,0.73038179566538,"aleg",FALSE
"520","Present","1:1",3,0.493161911366769,"aleg",FALSE
"521","Absent","1:1",1,0.519445219497356,"aleg",FALSE
"522","Absent","1:1",1,0.439386409507279,"aleg",FALSE
"523","Absent","1:1",1,0.36495362390815,"aleg",FALSE
"524","Present","1:1",3,0.482084682344066,"aleg",FALSE
"525","Absent","1:1",1,0.418109053925946,"aleg",FALSE
"526","Present","1:1",1,0.281735130112793,"aleg",TRUE
"527","Absent","1:1",1,0.463354517356493,"aleg",FALSE
"528","Present","1:1",3,0.676433556660413,"aleg",FALSE
"529","Absent","1:1",1,0.492368410676136,"aleg",FALSE
"530","Present","1:1",3,0.527170908066182,"aleg",FALSE
"531","Absent","1:1",1,0.495057516394809,"aleg",FALSE
"532","Absent","1:1",1,0.399128433233273,"aleg",FALSE
"533","Present","1:1",3,0.655053521157242,"aleg",FALSE
"534","Present","1:1",3,0.505566483438088,"aleg",FALSE
"535","Absent","1:1",1,0.444165326427537,"aleg",FALSE
"536","Absent","1:1",1,0.443930787352656,"aleg",FALSE
"537","Absent","1:1",1,0.374751729668787,"aleg",FALSE
"538","Present","1:1",3,0.62007517020902,"aleg",FALSE
"539","Absent","1:1",3,0.366701629840463,"aleg",TRUE
"540","Present","1:1",3,0.670699239797614,"aleg",FALSE
"541","Absent","1:1",1,0.444011832838441,"aleg",FALSE
"542","Absent","1:1",1,0.366584454282929,"aleg",FALSE
"543","Present","1:1",3,0.417182979825157,"aleg",FALSE
"544","Absent","1:1",1,0.523872737563579,"aleg",FALSE
"545","Absent","1:1",1,0.526210925609121,"aleg",FALSE
"546","Absent","1:1",1,0.353024321457269,"aleg",FALSE
"547","Absent","1:1",1,0.34770393843246,"aleg",FALSE
"548","Present","1:1",3,0.449044757946467,"aleg",FALSE
"549","Absent","1:1",1,0.398346811743977,"aleg",FALSE
"550","Absent","1:1",1,0.350170109853934,"aleg",FALSE
"551","Present","1:1",3,0.395422603065526,"aleg",FALSE
"552","Absent","1:1",1,0.33945222296461,"aleg",FALSE
"553","Present","1:1",3,0.411424957186682,"aleg",FALSE
"554","Present","1:1",3,0.573979655820949,"aleg",FALSE
"555","Absent","1:1",1,0.379212167410515,"aleg",FALSE
"556","Present","1:1",3,0.483081599348225,"aleg",FALSE
"557","Absent","1:1",1,0.587063398770624,"aleg",FALSE
"558","Present","1:1",3,0.453720156634517,"aleg",FALSE
"559","Absent","1:1",1,0.410951247649791,"aleg",FALSE
"560","Present","1:1",3,0.421479119921059,"aleg",FALSE
"561","Absent","1:1",1,0.888224119711595,"aleg",FALSE
"562","Present","1:1",3,0.488193126435363,"aleg",FALSE
"563","Absent","1:1",1,0.448154990603143,"aleg",FALSE
"564","Absent","1:1",1,0.328044876152489,"aleg",FALSE
"565","Present","1:1",3,0.463754726200932,"aleg",FALSE
"566","Present","1:1",3,0.575957810033287,"aleg",FALSE
"567","Absent","1:1",1,0.381217444552021,"aleg",FALSE
"568","Absent","1:1",1,0.426234492711956,"aleg",FALSE
"569","Present","1:1",3,0.439730812413472,"aleg",FALSE
"570","Present","1:1",3,0.724864665218774,"aleg",FALSE
"571","Absent","1:1",1,0.530144712418405,"aleg",FALSE
"572","Absent","1:1",1,0.444772789775016,"aleg",FALSE
"573","Present","1:1",3,0.418274607160129,"aleg",FALSE
"574","Absent","1:1",1,0.473924519443244,"aleg",FALSE
"575","Present","1:1",3,0.402117597845063,"aleg",FALSE
"576","Present","1:1",3,0.471367069878397,"aleg",FALSE
"577","Present","1:1",3,0.410067190594418,"aleg",FALSE
"578","Present","1:1",3,0.393782216699037,"aleg",FALSE
"579","Absent","1:1",1,0.562016441252126,"aleg",FALSE
"580","Present","1:1",3,0.503207352658137,"aleg",FALSE
"581","Absent","1:1",1,0.494971294432617,"aleg",FALSE
"582","Present","1:1",3,0.625560035085073,"aleg",FALSE
"583","Absent","1:1",1,0.492280049704277,"aleg",FALSE
"584","Present","1:1",3,0.641734987259042,"aleg",FALSE
"585","Absent","1:1",1,0.783058959943446,"aleg",FALSE
"586","Absent","1:1",1,0.476268444092057,"aleg",FALSE
"587","Absent","1:1",1,0.372336011027073,"aleg",FALSE
"588","Absent","1:1",1,0.406907014326862,"aleg",FALSE
"589","Absent","1:1",1,0.427935838937628,"aleg",FALSE
"590","Present","1:1",3,0.574649116577348,"aleg",FALSE
"591","Present","1:1",3,0.460076045277674,"aleg",FALSE
"592","Present","1:1",3,0.422815594169151,"aleg",FALSE
"593","Present","1:1",3,0.425172146107798,"aleg",FALSE
"594","Present","1:1",3,0.401298489201508,"aleg",FALSE
"595","Present","1:1",3,0.446411691240428,"aleg",FALSE
"596","Present","1:1",3,0.438417769515581,"aleg",FALSE
"597","Absent","1:1",1,0.539518997537016,"aleg",FALSE
"598","Present","1:1",3,0.529208529718744,"aleg",FALSE
"599","Absent","1:1",1,0.462246537319515,"aleg",FALSE
"600","Absent","1:1",1,0.45944880080242,"aleg",FALSE
"601","Present","1:1",3,0.595526936218448,"aleg",FALSE
"602","Present","1:1",3,0.688415732842259,"aleg",FALSE
"603","Absent","1:1",1,0.496460333737559,"aleg",FALSE
"604","Absent","1:1",1,0.437780743493931,"aleg",FALSE
"605","Absent","1:1",1,0.3578326168481,"aleg",FALSE
"606","Present","1:1",3,0.49644826657277,"aleg",FALSE
"607","Present","1:1",3,0.405788012196354,"aleg",FALSE
"608","Absent","1:1",1,0.445575737438048,"aleg",FALSE
"609","Absent","1:1",1,0.395008383526147,"aleg",FALSE
"610","Present","1:1",3,0.469369322501734,"aleg",FALSE
"611","Present","1:1",3,0.395050611085026,"aleg",FALSE
"612","Present","1:1",3,0.725386895284828,"aleg",FALSE
"613","Present","1:1",3,0.389511004133965,"aleg",FALSE
"614","Absent","1:1",1,0.525240763125112,"aleg",FALSE
"615","Present","1:1",3,0.488208351363937,"aleg",FALSE
"616","Absent","1:1",1,0.41590485276356,"aleg",FALSE
"617","Present","1:1",3,0.509332495301351,"aleg",FALSE
"618","Present","1:1",3,0.423897150494668,"aleg",FALSE
"619","Absent","1:1",1,0.567841032538126,"aleg",FALSE
"620","Present","1:1",3,0.442344406248594,"aleg",FALSE
"621","Present","1:1",3,0.479516774572403,"aleg",FALSE
"622","Absent","1:1",1,0.49587671901827,"aleg",FALSE
"623","Present","1:1",3,0.476777746125663,"aleg",FALSE
"624","Absent","1:1",1,0.538375030282623,"aleg",FALSE
"625","Present","1:1",1,0.51700606198574,"aleg",TRUE
"626","Present","1:1",3,0.47963848377367,"aleg",FALSE
"627","Present","1:1",3,0.522133430516988,"aleg",FALSE
"628","Present","1:1",3,0.455429021343662,"aleg",FALSE
"629","Absent","1:1",1,0.497941880872531,"aleg",FALSE
"630","Present","1:1",3,0.495352669478962,"aleg",FALSE
"631","Present","1:1",3,0.439191763502095,"aleg",FALSE
"632","Present","1:1",3,0.396715383651099,"aleg",FALSE
"633","Present","1:1",3,0.452555479720104,"aleg",FALSE
"634","Absent","1:1",1,0.407223880791207,"aleg",FALSE
"635","Present","1:1",3,0.500252607660514,"aleg",FALSE
"636","Absent","1:1",1,0.428423837351147,"aleg",FALSE
"637","Absent","1:1",1,0.343140576416772,"aleg",FALSE
"638","Absent","1:1",1,0.388246718599476,"aleg",FALSE
"639","Present","1:1",3,0.470982646089396,"aleg",FALSE
"640","Absent","1:1",1,0.36164245018881,"aleg",FALSE
"641","Absent","1:1",1,0.841237432021444,"aleg",FALSE
"642","Present","1:1",3,0.425034242094625,"aleg",FALSE
"643","Present","1:1",3,0.595955158931247,"aleg",FALSE
"644","Present","1:1",3,0.379584636815707,"aleg",FALSE
"645","Present","1:1",3,0.475710260639971,"aleg",FALSE
"646","Present","1:1",3,0.403625031118281,"aleg",FALSE
"647","Present","1:1",3,0.390393538698845,"aleg",FALSE
"648","Absent","1:1",1,0.427663933001895,"aleg",FALSE
"649","Present","1:1",3,0.464911839522756,"aleg",FALSE
"650","Absent","1:1",1,0.491593788898172,"aleg",FALSE
"651","Present","1:1",3,0.518272012865054,"aleg",FALSE
"652","Present","1:1",3,0.38205151121474,"aleg",FALSE
"653","Absent","1:1",1,0.488782067999637,"aleg",FALSE
"654","Absent","1:1",1,0.438066449605685,"aleg",FALSE
"655","Present","1:1",3,0.630156061150046,"aleg",FALSE
"656","Absent","1:1",1,0.597897619147261,"aleg",FALSE
"657","Present","1:1",3,0.464605446304631,"aleg",FALSE
"658","Present","1:1",3,0.440444538240627,"aleg",FALSE
"659","Absent","1:1",1,0.413820725534606,"aleg",FALSE
"660","Absent","1:1",1,0.384391545047038,"aleg",FALSE
"661","Present","1:1",3,0.43253219581311,"aleg",FALSE
"662","Absent","1:1",1,0.42968595756065,"aleg",FALSE
"663","Present","1:1",3,0.46967964412579,"aleg",FALSE
"664","Absent","1:1",1,0.424123336535558,"aleg",FALSE
"665","Present","1:1",3,0.413471010817375,"aleg",FALSE
"666","Present","1:1",3,0.610871892986324,"aleg",FALSE
"667","Absent","1:1",1,0.544003107223034,"aleg",FALSE
"668","Absent","1:1",1,0.410678507163539,"aleg",FALSE
"669","Absent","1:1",1,0.357133014495048,"aleg",FALSE
"670","Absent","1:1",1,0.389363153168233,"aleg",FALSE
"671","Absent","1:1",1,0.402483195355671,"aleg",FALSE
"672","Present","1:1",3,0.461263890396367,"aleg",FALSE
"673","Absent","1:1",1,0.560001653229847,"aleg",FALSE
"674","Present","1:1",3,0.602343625161666,"aleg",FALSE
"675","Absent","1:1",1,0.62087973434609,"aleg",FALSE
"676","Present","1:1",3,0.503784644333791,"aleg",FALSE
"677","Present","1:1",3,0.546146525208314,"aleg",FALSE
"678","Present","1:1",3,0.490207188922795,"aleg",FALSE
"679","Absent","1:1",1,0.557045558665777,"aleg",FALSE
"680","Present","1:1",3,0.471648870139688,"aleg",FALSE
"681","Present","1:1",3,0.839251011235319,"aleg",FALSE
"682","Present","1:1",3,0.332675085001028,"aleg",FALSE
"683","Absent","1:1",1,0.478912442671572,"aleg",FALSE
"684","Present","1:1",3,0.492557530596969,"aleg",FALSE
"685","Present","1:1",3,0.367140972390189,"aleg",FALSE
"686","Absent","1:1",1,0.460416538573554,"aleg",FALSE
"687","Present","1:1",3,0.45498445344856,"aleg",FALSE
"688","Absent","1:1",1,0.489699413141352,"aleg",FALSE
"689","Absent","1:1",1,0.393497149660107,"aleg",FALSE
"690","Present","1:1",3,0.457372996534104,"aleg",FALSE
"691","Present","1:1",3,0.502792798546579,"aleg",FALSE
"692","Absent","1:1",1,0.438886528130752,"aleg",FALSE
"693","Absent","1:1",1,0.494605742032945,"aleg",FALSE
"694","Present","1:1",3,0.462529657073901,"aleg",FALSE
"695","Absent","1:1",1,0.897407769934944,"aleg",FALSE
"696","Absent","1:1",1,0.462339691324814,"aleg",FALSE
"697","Present","1:1",3,0.48631097197358,"aleg",FALSE
"698","Absent","1:1",1,0.440805008145617,"aleg",FALSE
"699","Absent","1:1",1,0.41967708617085,"aleg",FALSE
"700","Absent","1:1",1,0.422169654986646,"aleg",FALSE
"701","Present","1:1",3,0.451602215029197,"aleg",FALSE
"702","Absent","1:1",1,0.569125742033066,"aleg",FALSE
"703","Absent","1:1",1,0.374011809448348,"aleg",FALSE
"704","Absent","1:1",1,0.366154006098441,"aleg",FALSE
"705","Absent","1:1",1,0.357937018503435,"aleg",FALSE
"706","Present","1:1",3,0.624840880916963,"aleg",FALSE
"707","Absent","1:1",1,0.600795118416499,"aleg",FALSE
"708","Present","1:1",3,0.58178895367746,"aleg",FALSE
"709","Present","1:1",3,0.597946252453767,"aleg",FALSE
"710","Present","1:1",3,0.459209442378778,"aleg",FALSE
"711","Absent","1:1",1,0.502026375672358,"aleg",FALSE
"712","Absent","1:1",1,0.475272327805214,"aleg",FALSE
"713","Present","1:1",3,0.669529544296893,"aleg",FALSE
"714","Present","1:1",3,0.411204752099366,"aleg",FALSE
"715","Absent","1:1",1,0.512500265234848,"aleg",FALSE
"716","Absent","1:1",1,0.653729083998769,"aleg",FALSE
"717","Absent","1:1",1,0.739018904807381,"aleg",FALSE
"718","Present","1:1",3,0.453307937012141,"aleg",FALSE
"719","Absent","1:1",1,0.394772852010647,"aleg",FALSE
"720","Present","1:1",3,0.479991893822444,"aleg",FALSE
"721","Absent","1:1",1,0.621016386532574,"aleg",FALSE
"722","Absent","1:1",1,0.370108848417658,"aleg",FALSE
"723","Absent","1:1",1,0.345966992188551,"aleg",FALSE
"724","Present","1:1",3,0.508927399439926,"aleg",FALSE
"725","Present","1:1",3,0.740650434401687,"aleg",FALSE
"726","Absent","1:1",1,0.407323263858416,"aleg",FALSE
"727","Absent","1:1",1,0.337745286746213,"aleg",FALSE
"728","Present","1:1",3,0.396394735391368,"aleg",FALSE
"729","Absent","1:1",1,0.500610972390859,"aleg",FALSE
"730","Present","1:1",3,0.697973720813025,"aleg",FALSE
"731","Absent","1:1",1,0.385682205422199,"aleg",FALSE
"732","Present","1:1",3,0.473872920096255,"aleg",FALSE
"733","Present","1:1",3,0.692317802931939,"aleg",FALSE
"734","Present","1:1",3,0.407105934589708,"aleg",FALSE
"735","Absent","1:1",1,0.484127145900857,"aleg",FALSE
"736","Absent","1:1",1,0.422951336619008,"aleg",FALSE
"737","Absent","1:1",1,0.412057148823806,"aleg",FALSE
"738","Absent","1:1",1,0.462662377094603,"aleg",FALSE
"739","Present","1:1",3,0.66269011570148,"aleg",FALSE
"740","Absent","1:1",1,0.454551031702067,"aleg",FALSE
"741","Present","1:1",3,0.50780397644121,"aleg",FALSE
"742","Absent","1:1",1,0.454524600476361,"aleg",FALSE
"743","Absent","1:1",1,0.529349760661717,"aleg",FALSE
"744","Absent","1:1",1,0.42794089511699,"aleg",FALSE
"745","Absent","1:1",1,0.411805516478125,"aleg",FALSE
"746","Present","1:1",3,0.451689245228408,"aleg",FALSE
"747","Absent","1:1",1,0.478262214193819,"aleg",FALSE
"748","Absent","1:1",1,0.502103906270349,"aleg",FALSE
"749","Absent","1:1",1,0.400797829664953,"aleg",FALSE
"750","Absent","1:1",1,0.41426710914493,"aleg",FALSE
"751","Present","1:1",3,0.424964136000199,"aleg",FALSE
"752","Present","1:1",3,0.677881293178871,"aleg",FALSE
"753","Present","1:1",3,0.496715503528321,"aleg",FALSE
"754","Absent","1:1",1,0.568560156634703,"aleg",FALSE
"755","Absent","1:1",1,0.40067489870853,"aleg",FALSE
"756","Absent","1:1",1,0.333857069461374,"aleg",FALSE
"757","Present","1:1",3,0.410994884925458,"aleg",FALSE
"758","Absent","1:1",1,0.400446310512052,"aleg",FALSE
"759","Present","1:1",3,0.456362159058699,"aleg",FALSE
"760","Present","1:1",3,0.477758667557282,"aleg",FALSE
"761","Present","1:1",3,0.605463539952325,"aleg",FALSE
"762","Present","1:1",3,0.693139249822707,"aleg",FALSE
"763","Absent","1:1",1,0.496098518024155,"aleg",FALSE
"764","Present","1:1",3,0.578377269119301,"aleg",FALSE
"765","Present","1:1",3,0.49332020550537,"aleg",FALSE
"766","Absent","1:1",1,0.517185355249239,"aleg",FALSE
"767","Absent","1:1",1,0.447686089135459,"aleg",FALSE
"768","Absent","1:1",1,0.431877463764977,"aleg",FALSE
"769","Absent","1:1",1,0.501070565975169,"aleg",FALSE
"770","Absent","1:1",1,0.335591542123439,"aleg",FALSE
"771","Present","1:1",3,0.511622948497461,"aleg",FALSE
"772","Absent","1:1",1,0.474202834886455,"aleg",FALSE
"773","Absent","1:1",1,0.692903030367233,"aleg",FALSE
"774","Present","1:1",3,0.674123160686577,"aleg",FALSE
"775","Absent","1:1",1,0.474126826782594,"aleg",FALSE
"776","Present","1:1",3,0.546152235494446,"aleg",FALSE
"777","Absent","1:1",1,0.468424369490094,"aleg",FALSE
"778","Absent","1:1",1,0.417966593709934,"aleg",FALSE
"779","Absent","1:1",1,0.431389093188045,"aleg",FALSE
"780","Absent","1:1",1,0.40728680297434,"aleg",FALSE
"781","Present","1:1",3,0.577590869637788,"aleg",FALSE
"782","Present","1:1",1,0.409861597678173,"aleg",TRUE
"783","Absent","1:1",1,0.468120216783063,"aleg",FALSE
"784","Present","1:1",3,0.545364986426648,"aleg",FALSE
"785","Present","1:1",3,0.457431648217607,"aleg",FALSE
"786","Absent","1:1",1,0.454965488075686,"aleg",FALSE
"787","Present","1:1",3,0.548189402281423,"aleg",FALSE
"788","Absent","1:1",1,0.489550009606319,"aleg",FALSE
"789","Absent","1:1",1,0.374544042855632,"aleg",FALSE
"790","Absent","1:1",1,0.494558713922743,"aleg",FALSE
"791","Absent","1:1",1,0.427978288293161,"aleg",FALSE
"792","Present","1:1",3,0.505254522784526,"aleg",FALSE
"793","Present","1:1",3,0.566668438663328,"aleg",FALSE
"794","Absent","1:1",1,0.507837599097911,"aleg",FALSE
"795","Absent","1:1",1,0.374533900423557,"aleg",FALSE
"796","Absent","1:1",1,0.470492437241774,"aleg",FALSE
"797","Present","1:1",3,0.478217306294027,"aleg",FALSE
"798","Absent","1:1",1,0.424926577419683,"aleg",FALSE
"799","Absent","1:1",1,0.414093864499591,"aleg",FALSE
"800","Present","1:1",3,0.833011621485639,"aleg",FALSE
"801","Present","3:1",3,0.428084535735252,"aleg",FALSE
"802","Present","3:1",3,0.435778105342251,"aleg",FALSE
"803","Present","3:1",3,0.334694699886313,"aleg",FALSE
"804","Present","3:1",3,0.430568672569279,"aleg",FALSE
"805","Present","3:1",3,0.390321981538364,"aleg",FALSE
"806","Present","3:1",3,0.379748348022986,"aleg",FALSE
"807","Present","3:1",3,0.347633990226313,"aleg",FALSE
"808","Present","3:1",3,0.448924518608692,"aleg",FALSE
"809","Present","3:1",3,0.384774765881957,"aleg",FALSE
"810","Present","3:1",3,0.385050739316284,"aleg",FALSE
"811","Present","3:1",3,0.411449907271162,"aleg",FALSE
"812","Absent","3:1",1,0.470229914371885,"aleg",FALSE
"813","Present","3:1",3,0.376740169165714,"aleg",FALSE
"814","Absent","3:1",1,1.15259262186191,"aleg",FALSE
"815","Present","3:1",3,0.445751778957856,"aleg",FALSE
"816","Present","3:1",3,0.51528935549868,"aleg",FALSE
"817","Absent","3:1",1,0.477809372207048,"aleg",FALSE
"818","Present","3:1",3,0.416683008228574,"aleg",FALSE
"819","Present","3:1",3,0.304429001713288,"aleg",FALSE
"820","Absent","3:1",1,0.419129560168585,"aleg",FALSE
"821","Present","3:1",3,0.41100454993466,"aleg",FALSE
"822","Present","3:1",3,0.434979499603287,"aleg",FALSE
"823","Absent","3:1",1,0.474885430434369,"aleg",FALSE
"824","Present","3:1",3,0.333517218998168,"aleg",FALSE
"825","Present","3:1",3,0.450633811871739,"aleg",FALSE
"826","Absent","3:1",1,0.450794410424351,"aleg",FALSE
"827","Present","3:1",3,0.445289474959282,"aleg",FALSE
"828","Present","3:1",3,0.493292293138438,"aleg",FALSE
"829","Present","3:1",3,0.421222232153013,"aleg",FALSE
"830","Absent","3:1",1,0.455995448810427,"aleg",FALSE
"831","Present","3:1",3,0.461221335785012,"aleg",FALSE
