"","target","BlkType","response","rt","sub","error"
"8522","Absent","1:1",1,0.379428432814166,"marb",FALSE
"8523","Absent","1:1",1,0.400850492878817,"marb",FALSE
"8524","Absent","1:1",1,0.789963081324458,"marb",FALSE
"8525","Present","1:1",3,0.614114671065181,"marb",FALSE
"8526","Present","1:1",3,0.403231976108145,"marb",FALSE
"8527","Absent","1:1",1,0.598044026564821,"marb",FALSE
"8528","Absent","1:1",1,0.560511188337841,"marb",FALSE
"8529","Absent","1:1",1,0.917933123095281,"marb",FALSE
"8530","Present","1:1",3,0.467027525584854,"marb",FALSE
"8531","Absent","1:1",1,0.629599497931849,"marb",FALSE
"8532","Absent","1:1",1,0.608506615846636,"marb",FALSE
"8533","Present","1:1",3,0.490800318282709,"marb",FALSE
"8534","Present","1:1",3,0.507078912743964,"marb",FALSE
"8535","Present","1:1",3,0.52036567353025,"marb",FALSE
"8536","Present","1:1",3,0.509609273212845,"marb",FALSE
"8537","Absent","1:1",1,0.514830107764283,"marb",FALSE
"8538","Absent","1:1",1,0.968183501523527,"marb",FALSE
"8539","Absent","1:1",1,0.506670986173049,"marb",FALSE
"8540","Absent","1:1",1,0.458707373125435,"marb",FALSE
"8541","Present","1:1",3,0.487930614845027,"marb",FALSE
"8542","Absent","1:1",1,0.517379012573656,"marb",FALSE
"8543","Present","1:1",3,0.557288668809633,"marb",FALSE
"8544","Present","1:1",3,0.455853383318754,"marb",FALSE
"8545","Present","1:1",3,0.557236061986259,"marb",FALSE
"8546","Absent","1:1",1,0.660913795163651,"marb",FALSE
"8547","Absent","1:1",1,0.514280863790191,"marb",FALSE
"8548","Absent","1:1",1,0.735452963535863,"marb",FALSE
"8549","Absent","1:1",1,0.532722506997743,"marb",FALSE
"8550","Present","1:1",1,0.439473590075067,"marb",TRUE
"8551","Present","1:1",1,0.48496735140543,"marb",TRUE
"8552","Present","1:1",3,0.497908886010919,"marb",FALSE
"8553","Present","1:1",3,0.402044567061239,"marb",FALSE
"8554","Present","1:1",3,0.503308532641313,"marb",FALSE
"8555","Absent","1:1",1,0.471101013325097,"marb",FALSE
"8556","Absent","1:1",1,0.489711709618859,"marb",FALSE
"8557","Absent","1:1",1,0.372548351781006,"marb",FALSE
"8558","Present","1:1",3,0.511339411470544,"marb",FALSE
"8559","Present","1:1",3,0.516478193057992,"marb",FALSE
"8560","Absent","1:1",1,0.737852461050352,"marb",FALSE
"8561","Absent","1:1",1,0.614958135834968,"marb",FALSE
"8562","Present","1:1",3,0.556072362474879,"marb",FALSE
"8563","Absent","1:1",1,0.574986696461565,"marb",FALSE
"8564","Absent","1:1",1,0.590537904014127,"marb",FALSE
"8565","Absent","1:1",1,0.566744713669323,"marb",FALSE
"8566","Present","1:1",3,0.513484551189322,"marb",FALSE
"8567","Present","1:1",3,0.502488886430001,"marb",FALSE
"8568","Present","1:1",3,0.459938855519795,"marb",FALSE
"8569","Present","1:1",3,0.401077791653734,"marb",FALSE
"8570","Present","1:1",3,0.454257224426328,"marb",FALSE
"8571","Absent","1:1",1,0.854525993485368,"marb",FALSE
"8572","Absent","1:1",1,0.600965532350529,"marb",FALSE
"8573","Present","1:1",3,0.571559929827345,"marb",FALSE
"8574","Present","1:1",3,0.625084900797447,"marb",FALSE
"8575","Present","1:1",3,0.526187189758275,"marb",FALSE
"8576","Present","1:1",3,0.547592280607205,"marb",FALSE
"8577","Absent","1:1",1,0.44322098241355,"marb",FALSE
"8578","Present","1:1",3,1.40624833841503,"marb",FALSE
"8579","Absent","1:1",1,0.544598025981031,"marb",FALSE
"8580","Absent","1:1",1,0.488557848042547,"marb",FALSE
"8581","Absent","1:1",1,0.472702908817155,"marb",FALSE
"8582","Present","1:1",3,0.47509127145895,"marb",FALSE
"8583","Absent","1:1",1,0.480414075436784,"marb",FALSE
"8584","Present","1:1",3,0.485704196566076,"marb",FALSE
"8585","Absent","1:1",1,0.525822968129432,"marb",FALSE
"8586","Present","1:1",3,0.453612319033709,"marb",FALSE
"8587","Absent","1:1",1,0.560326613342113,"marb",FALSE
"8588","Absent","1:1",1,0.52291239421902,"marb",FALSE
"8589","Present","1:1",3,0.517467553987444,"marb",FALSE
"8590","Absent","1:1",1,0.485338693037193,"marb",FALSE
"8591","Absent","1:1",1,0.421361072219952,"marb",FALSE
"8592","Present","1:1",3,0.493371030450362,"marb",FALSE
"8593","Present","1:1",3,0.557281127772512,"marb",FALSE
"8594","Present","1:1",3,0.615779233114154,"marb",FALSE
"8595","Present","1:1",3,0.501273016165214,"marb",FALSE
"8596","Absent","1:1",1,0.503675445886984,"marb",FALSE
"8597","Absent","1:1",1,0.426639024686665,"marb",FALSE
"8598","Absent","1:1",1,0.439720406833658,"marb",FALSE
"8599","Absent","1:1",1,0.549005721564754,"marb",FALSE
"8600","Present","1:1",3,0.479694665636998,"marb",FALSE
"8601","Absent","1:1",1,0.61787048786573,"marb",FALSE
"8602","Absent","1:1",1,0.388354657699892,"marb",FALSE
"8603","Absent","1:1",1,0.337750222630348,"marb",FALSE
"8604","Absent","1:1",1,0.268315799674383,"marb",FALSE
"8605","Absent","1:1",1,0.278998233157836,"marb",FALSE
"8606","Present","1:1",3,0.479194716595885,"marb",FALSE
"8607","Present","1:1",3,0.383133353243466,"marb",FALSE
"8608","Present","1:1",1,0.364252514098553,"marb",TRUE
"8609","Absent","1:1",1,0.439117059855562,"marb",FALSE
"8610","Absent","1:1",1,0.446692826113576,"marb",FALSE
"8611","Absent","1:1",1,0.34015082912083,"marb",FALSE
"8612","Present","1:1",3,0.468210119042851,"marb",FALSE
"8613","Absent","1:1",1,0.593578021385838,"marb",FALSE
"8614","Present","1:1",3,0.467813391253003,"marb",FALSE
"8615","Present","1:1",3,0.398571298608658,"marb",FALSE
"8616","Present","1:1",3,0.430444512343456,"marb",FALSE
"8617","Present","1:1",3,0.494572292302109,"marb",FALSE
"8618","Present","1:1",3,0.480988784511283,"marb",FALSE
"8619","Absent","1:1",1,0.619792027900985,"marb",FALSE
"8620","Present","1:1",3,0.619626726536808,"marb",FALSE
"8621","Present","1:1",3,0.46767462261414,"marb",FALSE
"8622","Absent","1:1",1,0.473040390961614,"marb",FALSE
"8623","Present","1:1",3,0.42775325257935,"marb",FALSE
"8624","Absent","1:1",1,0.560809664591943,"marb",FALSE
"8625","Absent","1:1",1,0.582006452112182,"marb",FALSE
"8626","Present","1:1",3,0.568597173885792,"marb",FALSE
"8627","Present","1:1",3,0.438096403240706,"marb",FALSE
"8628","Present","1:1",3,0.411508006349322,"marb",FALSE
"8629","Absent","1:1",1,0.520423471869435,"marb",FALSE
"8630","Present","1:1",3,0.448553616808567,"marb",FALSE
"8631","Present","1:1",3,0.389648355541794,"marb",FALSE
"8632","Present","1:1",3,0.405887774946677,"marb",FALSE
"8633","Absent","1:1",1,0.493649218078644,"marb",FALSE
"8634","Present","1:1",3,0.432552100997782,"marb",FALSE
"8635","Absent","1:1",1,0.552508552691506,"marb",FALSE
"8636","Present","1:1",3,0.477698940729169,"marb",FALSE
"8637","Absent","1:1",1,0.394979489996331,"marb",FALSE
"8638","Present","1:1",3,0.456224894114712,"marb",FALSE
"8639","Absent","1:1",1,0.464336987593924,"marb",FALSE
"8640","Present","1:1",3,0.437539418988308,"marb",FALSE
"8641","Present","1:1",3,0.701485235787914,"marb",FALSE
"8642","Absent","1:1",1,0.519893306043741,"marb",FALSE
"8643","Absent","1:1",1,0.629243042896633,"marb",FALSE
"8644","Absent","1:1",1,0.49829109185157,"marb",FALSE
"8645","Absent","1:1",1,0.418517675954718,"marb",FALSE
"8646","Present","1:1",3,0.503521467357132,"marb",FALSE
"8647","Absent","1:1",1,0.437113857817167,"marb",FALSE
"8648","Absent","1:1",1,0.498419680465304,"marb",FALSE
"8649","Absent","1:1",1,0.527572759701798,"marb",FALSE
"8650","Absent","1:1",1,0.655450482017841,"marb",FALSE
"8651","Present","1:1",3,0.578114261308656,"marb",FALSE
"8652","Present","1:1",3,0.644658812496345,"marb",FALSE
"8653","Absent","1:1",1,0.423519730169573,"marb",FALSE
"8654","Absent","1:1",1,0.33014349901714,"marb",FALSE
"8655","Absent","1:1",1,0.383409202622715,"marb",FALSE
"8656","Absent","1:1",1,0.396390795707703,"marb",FALSE
"8657","Present","1:1",3,0.508608931540948,"marb",FALSE
"8658","Present","1:1",3,0.62839205212731,"marb",FALSE
"8659","Present","1:1",3,0.441959414811208,"marb",FALSE
"8660","Present","1:1",3,0.388196799633079,"marb",FALSE
"8661","Absent","1:1",1,0.372260893864222,"marb",FALSE
"8662","Absent","1:1",1,0.433726461718834,"marb",FALSE
"8663","Absent","1:1",1,0.420042469402688,"marb",FALSE
"8664","Absent","1:1",1,0.372139192180839,"marb",FALSE
"8665","Present","1:1",3,0.513496558205588,"marb",FALSE
"8666","Present","1:1",3,0.412268331730957,"marb",FALSE
"8667","Absent","1:1",1,0.508094926693957,"marb",FALSE
"8668","Present","1:1",3,0.750861470281961,"marb",FALSE
"8669","Present","1:1",3,0.689249303288307,"marb",FALSE
"8670","Present","1:1",3,0.492029902259674,"marb",FALSE
"8671","Present","1:1",3,0.404020243933701,"marb",FALSE
"8672","Present","1:1",3,0.417141849964537,"marb",FALSE
"8673","Present","1:1",3,0.43853692243465,"marb",FALSE
"8674","Absent","1:1",1,0.734571207132831,"marb",FALSE
"8675","Absent","1:1",1,0.771764514431197,"marb",FALSE
"8676","Present","1:1",3,0.470272931373984,"marb",FALSE
"8677","Present","1:1",3,0.483425806776722,"marb",FALSE
"8678","Absent","1:1",1,0.574166546510241,"marb",FALSE
"8679","Absent","1:1",1,0.526265678960044,"marb",FALSE
"8680","Present","1:1",3,0.528572379600519,"marb",FALSE
"8681","Present","1:1",3,0.496646528967176,"marb",FALSE
"8682","Present","1:1",3,0.579313527003251,"marb",FALSE
"8683","Present","1:1",3,0.405850674993417,"marb",FALSE
"8684","Absent","1:1",1,0.55503753352059,"marb",FALSE
"8685","Present","1:1",3,0.621943017000376,"marb",FALSE
"8686","Absent","1:1",1,0.555039503364242,"marb",FALSE
"8687","Absent","1:1",1,0.51240774278449,"marb",FALSE
"8688","Present","1:1",3,0.547021030031829,"marb",FALSE
"8689","Absent","1:1",1,0.610803358254998,"marb",FALSE
"8690","Present","1:1",3,0.445665703604391,"marb",FALSE
"8691","Present","1:1",3,0.418909937763601,"marb",FALSE
"8692","Present","1:1",3,0.466888967461273,"marb",FALSE
"8693","Present","1:1",3,0.408193847792063,"marb",FALSE
"8694","Absent","1:1",1,0.629226381937769,"marb",FALSE
"8695","Present","1:1",3,0.498448543919949,"marb",FALSE
"8696","Present","1:1",3,0.448015695668801,"marb",FALSE
"8697","Absent","1:1",1,0.522584701140659,"marb",FALSE
"8698","Present","1:1",3,0.461029313730251,"marb",FALSE
"8699","Present","1:1",3,0.474440719684935,"marb",FALSE
"8700","Present","1:1",3,0.466244599641868,"marb",FALSE
"8701","Present","1:1",3,0.394360568479897,"marb",FALSE
"8702","Absent","1:1",1,0.591737797501992,"marb",FALSE
"8703","Absent","1:1",3,0.492826267491182,"marb",TRUE
"8704","Present","1:1",3,0.378312742574053,"marb",FALSE
"8705","Present","1:1",3,0.506058944070901,"marb",FALSE
"8706","Present","1:1",3,0.463600037175638,"marb",FALSE
"8707","Absent","1:1",1,0.460729175891174,"marb",FALSE
"8708","Absent","1:1",1,0.38083727997946,"marb",FALSE
"8709","Present","1:1",3,0.545985674783878,"marb",FALSE
"8710","Present","1:1",3,0.46336814836468,"marb",FALSE
"8711","Absent","1:1",1,0.521990846247718,"marb",FALSE
"8712","Present","1:1",3,0.689775582055518,"marb",FALSE
"8713","Absent","1:1",1,0.593590550937733,"marb",FALSE
"8714","Absent","1:1",1,0.812398565221883,"marb",FALSE
"8715","Absent","1:1",1,0.484512742576044,"marb",FALSE
"8716","Absent","1:1",1,0.465454846915236,"marb",FALSE
"8717","Absent","1:1",1,0.524044463472819,"marb",FALSE
"8718","Absent","1:1",1,0.396395885718448,"marb",FALSE
"8719","Present","1:1",3,0.548070095233925,"marb",FALSE
"8720","Absent","1:1",1,0.513366469653192,"marb",FALSE
"8721","Present","1:1",3,0.745452301491241,"marb",FALSE
"8722","Present","1:1",3,0.497297907773827,"marb",FALSE
"8723","Present","1:1",3,0.40665234075459,"marb",FALSE
"8724","Present","1:1",3,0.585001033790832,"marb",FALSE
"8725","Present","1:1",3,0.425211377552841,"marb",FALSE
"8726","Absent","1:1",1,0.542477024351683,"marb",FALSE
"8727","Present","1:1",3,0.374485462596567,"marb",FALSE
"8728","Absent","1:1",1,0.542385900338559,"marb",FALSE
"8729","Absent","1:1",1,0.523419944447596,"marb",FALSE
"8730","Absent","1:1",1,0.611372146526264,"marb",FALSE
"8731","Present","1:1",3,0.504859685894189,"marb",FALSE
"8732","Present","1:1",3,0.496720315357379,"marb",FALSE
"8733","Absent","1:1",1,0.624715374880907,"marb",FALSE
"8734","Present","1:1",3,0.496684903304413,"marb",FALSE
"8735","Present","1:1",3,0.493808812916541,"marb",FALSE
"8736","Present","1:1",3,0.443279145398265,"marb",FALSE
"8737","Present","1:1",3,0.424480731380754,"marb",FALSE
"8738","Present","1:1",3,0.485829736437154,"marb",FALSE
"8739","Present","1:1",3,0.437847026440068,"marb",FALSE
"8740","Present","1:1",3,0.405620553026893,"marb",FALSE
"8741","Present","1:1",3,0.453648584436451,"marb",FALSE
"8742","Present","1:1",3,0.402898005097086,"marb",FALSE
"8743","Absent","1:1",1,0.482758391044626,"marb",FALSE
"8744","Absent","1:1",1,0.669616266237426,"marb",FALSE
"8745","Absent","1:1",1,0.70391818679127,"marb",FALSE
"8746","Present","1:1",3,0.45358045946341,"marb",FALSE
"8747","Absent","1:1",1,0.509316458375906,"marb",FALSE
"8748","Absent","1:1",1,0.552168476671795,"marb",FALSE
"8749","Present","1:1",3,0.538708655445589,"marb",FALSE
"8750","Absent","1:1",1,0.466309450315748,"marb",FALSE
"8751","Absent","1:1",1,0.423591001628665,"marb",FALSE
"8752","Present","1:1",3,0.469039306211926,"marb",FALSE
"8753","Present","1:1",3,0.471813904598093,"marb",FALSE
"8754","Present","1:1",3,0.653028579423335,"marb",FALSE
"8755","Absent","1:1",1,0.765014867800346,"marb",FALSE
"8756","Present","1:1",3,0.450434463054989,"marb",FALSE
"8757","Absent","1:1",1,0.513984413768412,"marb",FALSE
"8758","Present","1:1",3,0.49009461843707,"marb",FALSE
"8759","Present","1:1",3,0.788580740570978,"marb",FALSE
"8760","Present","1:1",3,0.497886371915229,"marb",FALSE
"8761","Absent","1:1",1,0.708626219455255,"marb",FALSE
"8762","Present","1:1",3,0.486896887347029,"marb",FALSE
"8763","Present","1:1",3,0.393747176809484,"marb",FALSE
"8764","Present","1:1",3,0.470744449270569,"marb",FALSE
"8765","Present","1:1",3,0.564081422664458,"marb",FALSE
"8766","Present","1:1",3,0.497419955307123,"marb",FALSE
"8767","Present","1:1",3,0.428321149909607,"marb",FALSE
"8768","Absent","1:1",1,0.553302572156099,"marb",FALSE
"8769","Present","1:1",3,0.561458156300432,"marb",FALSE
"8770","Present","1:1",3,0.561174559124993,"marb",FALSE
"8771","Absent","1:1",1,0.491916057389972,"marb",FALSE
"8772","Present","1:1",3,0.57977916544769,"marb",FALSE
"8773","Absent","1:1",1,0.363705973017204,"marb",FALSE
"8774","Present","1:1",3,0.593132923437224,"marb",FALSE
"8775","Present","1:1",3,0.561256672235686,"marb",FALSE
"8776","Present","1:1",3,0.513186740319725,"marb",FALSE
"8777","Absent","1:1",1,0.640861283154663,"marb",FALSE
"8778","Absent","1:1",1,0.438273230442064,"marb",FALSE
"8779","Absent","1:1",1,0.6144029297011,"marb",FALSE
"8780","Present","1:1",3,0.515638115366528,"marb",FALSE
"8781","Absent","1:1",1,0.741980502902152,"marb",FALSE
"8782","Present","1:1",3,0.531415700681464,"marb",FALSE
"8783","Absent","1:1",1,0.61671917505555,"marb",FALSE
"8784","Present","1:1",3,0.699415980117919,"marb",FALSE
"8785","Present","1:1",3,0.504680836222178,"marb",FALSE
"8786","Present","1:1",3,0.45926701892131,"marb",FALSE
"8787","Absent","1:1",1,0.656302288543884,"marb",FALSE
"8788","Present","1:1",3,0.52066639781151,"marb",FALSE
"8789","Present","1:1",3,0.467163595087186,"marb",FALSE
"8790","Absent","1:1",1,0.661627693914852,"marb",FALSE
"8791","Present","1:1",3,0.640364367822258,"marb",FALSE
"8792","Present","1:1",3,0.59479154964356,"marb",FALSE
"8793","Absent","1:1",1,0.613612428887791,"marb",FALSE
"8794","Present","1:1",1,0.42140494632622,"marb",TRUE
"8795","Present","1:1",3,0.506728066497089,"marb",FALSE
"8796","Absent","1:1",1,0.53870148281203,"marb",FALSE
"8797","Present","1:1",3,0.442894774236265,"marb",FALSE
"8798","Absent","1:1",1,0.634688537238617,"marb",FALSE
"8799","Present","1:1",3,0.474718388539259,"marb",FALSE
"8800","Absent","1:1",1,0.690596521448242,"marb",FALSE
"8801","Present","1:3",3,0.57275940980071,"marb",FALSE
"8802","Absent","1:3",1,0.559381295684943,"marb",FALSE
"8803","Present","1:3",3,0.466166820935541,"marb",FALSE
"8804","Absent","1:3",1,0.458243042898175,"marb",FALSE
"8805","Absent","1:3",3,0.359452034168498,"marb",TRUE
"8806","Absent","1:3",1,0.583401735933876,"marb",FALSE
"8807","Absent","1:3",1,0.553973194519131,"marb",FALSE
"8808","Present","1:3",3,0.519363768013136,"marb",FALSE
"8809","Absent","1:3",1,0.399237605362941,"marb",FALSE
"8810","Present","1:3",3,0.540297070298038,"marb",FALSE
"8811","Absent","1:3",1,0.382922952258014,"marb",FALSE
"8812","Absent","1:3",1,0.44721254500655,"marb",FALSE
"8813","Absent","1:3",1,0.398975984711797,"marb",FALSE
"8814","Absent","1:3",1,0.388309949041286,"marb",FALSE
"8815","Absent","1:3",1,0.596347717722892,"marb",FALSE
"8816","Absent","1:3",1,0.369619079403492,"marb",FALSE
"8817","Absent","1:3",1,0.366668311682588,"marb",FALSE
"8818","Absent","1:3",1,0.329382117288333,"marb",FALSE
"8819","Absent","1:3",1,0.716151187085416,"marb",FALSE
"8820","Present","1:3",3,0.547985546132622,"marb",FALSE
"8821","Absent","1:3",1,0.564171900086876,"marb",FALSE
"8822","Present","1:3",3,0.515729258177089,"marb",FALSE
"8823","Absent","1:3",1,0.881042310680641,"marb",FALSE
"8824","Absent","1:3",1,0.433223809783158,"marb",FALSE
"8825","Absent","1:3",1,0.400906456705343,"marb",FALSE
"8826","Present","1:3",1,0.39319483521831,"marb",TRUE
"8827","Absent","1:3",1,0.3530270469073,"marb",FALSE
"8828","Absent","1:3",1,0.398338639153735,"marb",FALSE
"8829","Present","1:3",3,0.723709480389516,"marb",FALSE
"8830","Absent","1:3",1,0.584743221252211,"marb",FALSE
"8831","Absent","1:3",1,0.403454993107516,"marb",FALSE
"8832","Present","1:3",1,0.424940994111239,"marb",TRUE
"8833","Present","1:3",3,0.464856774151485,"marb",FALSE
"8834","Present","1:3",3,0.536628979158195,"marb",FALSE
"8835","Absent","1:3",1,0.696719957395544,"marb",FALSE
"8836","Present","1:3",3,0.448429952801234,"marb",FALSE
"8837","Absent","1:3",1,0.541869109894833,"marb",FALSE
"8838","Absent","1:3",1,0.376485939183112,"marb",FALSE
"8839","Absent","1:3",1,1.09918255210687,"marb",FALSE
"8840","Absent","1:3",1,0.459245076228399,"marb",FALSE
"8841","Absent","1:3",1,0.546893569189706,"marb",FALSE
"8842","Present","1:3",3,0.565365316402676,"marb",FALSE
"8843","Present","1:3",3,0.455866518106632,"marb",FALSE
"8844","Absent","1:3",1,0.690729891817682,"marb",FALSE
"8845","Absent","1:3",1,0.608053544547147,"marb",FALSE
"8846","Present","1:3",3,0.543920309928581,"marb",FALSE
"8847","Present","1:3",3,0.533302129400909,"marb",FALSE
"8848","Absent","1:3",1,0.490292230482737,"marb",FALSE
"8849","Present","1:3",3,0.49579689152597,"marb",FALSE
"8850","Absent","1:3",1,0.412859322084842,"marb",FALSE
"8851","Present","1:3",3,0.562294790526721,"marb",FALSE
"8852","Absent","1:3",1,0.570317011821317,"marb",FALSE
"8853","Absent","1:3",1,0.530125153085464,"marb",FALSE
"8854","Present","1:3",3,0.519297496344734,"marb",FALSE
"8855","Absent","1:3",1,0.703390310347459,"marb",FALSE
"8856","Absent","1:3",1,0.479331030450339,"marb",FALSE
"8857","Absent","1:3",1,0.426060233072349,"marb",FALSE
"8858","Present","1:3",3,0.442007800007559,"marb",FALSE
"8859","Absent","1:3",1,0.35925758364283,"marb",FALSE
"8860","Absent","1:3",1,0.356441475711108,"marb",FALSE
"8861","Absent","1:3",1,0.327258796207389,"marb",FALSE
"8862","Absent","1:3",1,0.484658165072688,"marb",FALSE
"8863","Absent","1:3",1,0.345580974479162,"marb",FALSE
"8864","Absent","1:3",1,0.481714472243766,"marb",FALSE
"8865","Absent","1:3",1,0.524376656363529,"marb",FALSE
"8866","Absent","1:3",1,0.324271108976973,"marb",FALSE
"8867","Absent","1:3",1,0.492116267072561,"marb",FALSE
"8868","Absent","1:3",1,0.633415071633863,"marb",FALSE
"8869","Absent","1:3",1,0.462915622154469,"marb",FALSE
"8870","Absent","1:3",1,0.433257789565687,"marb",FALSE
"8871","Present","1:3",3,0.500080678752056,"marb",FALSE
"8872","Absent","1:3",1,0.545449618228304,"marb",FALSE
"8873","Present","1:3",3,0.54799844784975,"marb",FALSE
"8874","Present","1:3",3,0.436071829915818,"marb",FALSE
"8875","Absent","1:3",1,0.609157464599775,"marb",FALSE
"8876","Absent","1:3",1,0.502551977779149,"marb",FALSE
"8877","Present","1:3",3,0.793266450858937,"marb",FALSE
"8878","Absent","1:3",1,0.635839639529877,"marb",FALSE
"8879","Absent","1:3",1,0.779797235285514,"marb",FALSE
"8880","Present","1:3",3,0.515613052502886,"marb",FALSE
"8881","Absent","1:3",1,0.52731139091884,"marb",FALSE
"8882","Absent","1:3",1,0.367568161313102,"marb",FALSE
"8883","Absent","1:3",1,0.378118235661532,"marb",FALSE
"8884","Present","1:3",3,0.55682802263982,"marb",FALSE
"8885","Present","1:3",3,0.559177206465392,"marb",FALSE
"8886","Absent","1:3",1,0.423131802765056,"marb",FALSE
"8887","Absent","1:3",1,0.428360629464805,"marb",FALSE
"8888","Present","1:3",3,0.511165234534928,"marb",FALSE
"8889","Absent","1:3",1,0.417649494174839,"marb",FALSE
"8890","Absent","1:3",1,0.409553903762571,"marb",FALSE
"8891","Absent","1:3",1,0.585760291549377,"marb",FALSE
"8892","Present","1:3",3,0.564392488618978,"marb",FALSE
"8893","Absent","1:3",1,0.582693573785946,"marb",FALSE
"8894","Absent","1:3",1,0.574924135165929,"marb",FALSE
"8895","Absent","1:3",1,0.366897482561399,"marb",FALSE
"8896","Absent","1:3",1,0.486829984127326,"marb",FALSE
"8897","Absent","1:3",1,0.51346673990156,"marb",FALSE
"8898","Absent","1:3",1,0.321429178815379,"marb",FALSE
"8899","Absent","1:3",1,0.414832296060922,"marb",FALSE
"8900","Absent","1:3",1,0.390797909027242,"marb",FALSE
"8901","Absent","1:3",1,0.307913145648854,"marb",FALSE
"8902","Absent","1:3",1,0.331685006056432,"marb",FALSE
"8903","Present","1:3",3,0.529281755983902,"marb",FALSE
"8904","Absent","1:3",1,0.505256966293018,"marb",FALSE
"8905","Absent","1:3",1,0.478477122509503,"marb",FALSE
"8906","Absent","1:3",1,0.5581364266327,"marb",FALSE
"8907","Absent","1:3",1,0.432960448602898,"marb",FALSE
"8908","Absent","1:3",1,0.369016273756642,"marb",FALSE
"8909","Absent","1:3",1,0.31822613591612,"marb",FALSE
"8910","Absent","1:3",1,0.395480228478846,"marb",FALSE
"8911","Absent","1:3",1,0.312618847583508,"marb",FALSE
"8912","Absent","1:3",1,0.555438791194319,"marb",FALSE
"8913","Absent","1:3",1,0.304525817218746,"marb",FALSE
"8914","Absent","1:3",1,0.3901364216199,"marb",FALSE
"8915","Absent","1:3",1,0.341742552107462,"marb",FALSE
"8916","Present","1:3",3,0.56332527379891,"marb",FALSE
"8917","Absent","1:3",1,0.608332040432288,"marb",FALSE
"8918","Present","1:3",3,0.509839872604061,"marb",FALSE
"8919","Absent","1:3",1,0.648323159432039,"marb",FALSE
"8920","Present","1:3",3,0.448474969716699,"marb",FALSE
"8921","Absent","1:3",1,0.426845737854819,"marb",FALSE
"8922","Present","1:3",3,0.581495762917257,"marb",FALSE
"8923","Absent","1:3",1,0.570620303662508,"marb",FALSE
"8924","Absent","1:3",1,0.434785409965116,"marb",FALSE
"8925","Absent","1:3",1,0.391778736477136,"marb",FALSE
"8926","Absent","1:3",1,0.338602611838724,"marb",FALSE
"8927","Absent","1:3",1,0.501214503572555,"marb",FALSE
"8928","Present","1:3",3,0.783879124932355,"marb",FALSE
"8929","Absent","1:3",1,0.429221428094024,"marb",FALSE
"8930","Absent","1:3",1,0.445058071092717,"marb",FALSE
"8931","Absent","1:3",1,0.389133617642074,"marb",FALSE
"8932","Absent","1:3",1,0.490455580802518,"marb",FALSE
"8933","Absent","1:3",1,0.348739677121557,"marb",FALSE
"8934","Absent","1:3",1,0.362371727997015,"marb",FALSE
"8935","Absent","1:3",1,0.391561354579608,"marb",FALSE
"8936","Absent","1:3",1,0.346119545967667,"marb",FALSE
"8937","Absent","1:3",1,0.426023753394475,"marb",FALSE
"8938","Absent","1:3",1,0.38599829748091,"marb",FALSE
"8939","Absent","1:3",1,0.362079683807679,"marb",FALSE
"8940","Absent","1:3",1,0.348720910989869,"marb",FALSE
"8941","Absent","1:3",1,0.337854410006912,"marb",FALSE
"8942","Absent","1:3",1,0.399068056054602,"marb",FALSE
"8943","Absent","1:3",1,0.359051423081837,"marb",FALSE
"8944","Present","1:3",3,0.932535956728316,"marb",FALSE
"8945","Absent","1:3",1,0.441641717556195,"marb",FALSE
"8946","Absent","1:3",1,0.561440908901204,"marb",FALSE
"8947","Absent","1:3",1,0.494936092894932,"marb",FALSE
"8948","Absent","1:3",1,0.452033418821884,"marb",FALSE
"8949","Absent","1:3",1,0.337330672486132,"marb",FALSE
"8950","Absent","1:3",1,0.366631632763529,"marb",FALSE
"8951","Absent","1:3",1,0.468064279270038,"marb",FALSE
"8952","Absent","1:3",1,0.31342553945251,"marb",FALSE
"8953","Present","1:3",3,0.481267682635007,"marb",FALSE
"8954","Absent","1:3",1,0.510645966751326,"marb",FALSE
"8955","Absent","1:3",1,0.438565549058694,"marb",FALSE
"8956","Present","1:3",3,0.515910449856165,"marb",FALSE
"8957","Present","1:3",3,0.489036598721214,"marb",FALSE
"8958","Absent","1:3",1,0.371791864583429,"marb",FALSE
"8959","Absent","1:3",1,0.619809624909976,"marb",FALSE
"8960","Present","1:3",3,0.547806764127017,"marb",FALSE
"8961","Absent","1:3",1,0.352899683806754,"marb",FALSE
"8962","Present","1:3",3,0.517957405705602,"marb",FALSE
"8963","Present","1:3",3,0.451403565431974,"marb",FALSE
"8964","Absent","1:3",1,0.528839210559454,"marb",FALSE
"8965","Absent","1:3",1,0.416786173092987,"marb",FALSE
"8966","Present","1:3",3,0.50992050833338,"marb",FALSE
"8967","Absent","1:3",1,0.531378307505292,"marb",FALSE
"8968","Absent","1:3",1,0.95525302284841,"marb",FALSE
"8969","Absent","1:3",1,0.37915798546419,"marb",FALSE
"8970","Absent","1:3",1,0.499076596632221,"marb",FALSE
"8971","Absent","1:3",1,0.589485865251845,"marb",FALSE
"8972","Absent","1:3",1,0.520154667308816,"marb",FALSE
"8973","Absent","1:3",1,0.402892309844901,"marb",FALSE
"8974","Absent","1:3",1,0.397678749424813,"marb",FALSE
"8975","Absent","1:3",1,0.498840324547928,"marb",FALSE
"8976","Present","1:3",3,0.573520825362721,"marb",FALSE
"8977","Absent","1:3",1,0.904215252494396,"marb",FALSE
"8978","Absent","1:3",1,0.426770658285022,"marb",FALSE
